Title,Type,Price,Bedrooms,Bathrooms,Area,Verified
Apartment for sale in Eastown Sodic New Cairo Ready to move Very Prime Location,Apartment," 11,800,000.00 ",2,3,161,
"Fully finished 3BR 195m apartment for sale, ready now, on 90th St New Cairo, opposite AUC & Ninety Avenue.",Apartment," 26,000,000.00 ",3,3,195,Verified Business
Apartment for sale with a direct lagoon view in Palm Hills New Cairo – Fifth Settlement,Apartment," 10,850,000.00 ",3,3,172,Verified Business
Apartment for sale panoramic view immediate delivery in Mountain View iCity Compound Fifth Settlement Golden Square next to Palm Hills,Apartment," 11,500,000.00 ",3,3,230,Verified Business
Fully finished apartment with direct lagoon view in Palm Hills New Cairo,Apartment," 9,984,000.00 ",2,3,128,Verified Business
Finished With AC's Apartment 250m For Sale in Fifth Square New Cairo,Apartment," 10,175,000.00 ",4,4,250,Verified Business
"A great price offer with a 30% down payment and the rest over 3 years for a limited time at the most premium locations in the completion area, steps from 90th of North and to Suez Street 3 minutes from Rehab and Wadi Street An excellent price offer with 30% down payment and the remainder over 3 years for a limited time at the best places in the completion district, a few steps from Al-Tasneen Al-Shamaley and Al-Suways 3 minutes from Rehab and Wadi Street",," 4,564,000.00 ",3,3,163,
Apartment for sale with a direct lagoon view in Palm Hills New Cairo – Fifth Settlement,Apartment," 10,850,000.00 ",3,3,172,Verified Business
Apartment for sale panoramic view immediate delivery in Mountain View iCity Compound Fifth Settlement Golden Square next to Palm Hills,Apartment," 11,500,000.00 ",3,3,230,Verified Business
Fully finished apartment with direct lagoon view in Palm Hills New Cairo,Apartment," 9,984,000.00 ",2,3,128,Verified Business
Finished With AC's Apartment 250m For Sale in Fifth Square New Cairo,Apartment," 10,175,000.00 ",4,4,250,Verified Business
"A great price offer with a 30% down payment and the rest over 3 years for a limited time at the most premium locations in the completion area, steps from 90th of North and to Suez Street 3 minutes from Rehab and Wadi Street An excellent price offer with 30% down payment and the remainder over 3 years for a limited time at the best places in the completion district, a few steps from Al-Tasneen Al-Shamaley and Al-Suways 3 minutes from Rehab and Wadi Street",," 4,564,000.00 ",3,3,163,
"Fully finished, Ultra Super Lux, in El Patio Oro compound, by La Vista, in a distinctive location in the heart of the Fifth Settlement.",," 7,000,000.00 ",2,2,128,Verified Business
"Apartment 2 rooms, a snapshot, less than the price of the company, 6 million in Nile Boulevard, in the gathering next to Al -Rehab, a premium of 7 yea",Apartment," 5,946,000.00 ",2,2,129,
"Apartment for sale in Al Andalus 2, 279 sqm, ground floor, 4 bedrooms, 4 bathrooms + nanny room. Immediate delivery, red brick. Price: 6,000,000 EGP.",Apartment," 6,000,000.00 ",4,4,279,
"Fully Finished Penthouse for sale in District 5, Ready To Move, bua 290 sqm, 2 bedrooms + Living, semi finished",," 12,600,000.00 ",2,4,290,Verified Business
"Apartment for sale in Al-Andalus 2, area 180m, fourth floor, half finish, immediate delivery",Apartment," 2,600,000.00 ",3,2,180,
apartment 156m prime location open view landscape Fully finished ready to move sodic eastown new cairo,Apartment," 12,500,000.00 ",2,3,156,Verified Business
روف للبيع في حي النرجس بالتجمع الخامس,," 5,800,000.00 ",3,2,205,
"For sale at an attractive price, Studio in Taj City New Cairo",," 2,800,000.00 ",1,1,58,
Ready Apartment for sale in Eastown Sodic New Cairo Fully finished with kitchen & Ac's,Apartment," 15,900,000.00 ",3,3,210,
Ground Apartment for sale The Address East Compound Prime Location Facing North,Apartment," 5,600,000.00 ",2,1,121,
Penthouse For Sale 170 SQM Ready To Move In Mountain View Hyde Park New Cairo,," 10,500,000.00 ",3,2,170,Verified Business
Apartment behind a corner for sale 140m Compound Dar Misr al-Qornfel?,Apartment," 3,850,000.00 ",3,3,140,
"Apartment of 2 rooms 129 meters is damaged on the Suez Road next to Al -Rehab, less than the price of the company, 6 million, an annual installment of",Apartment," 5,946,000.00 ",2,2,129,
"3-bedroom resale apartment for sale, ready to move , in Azad Compound, Fifth Settlement, opposite the (AUC).",Apartment," 8,800,000.00 ",3,4,171,
Fully Finished Apartment with AC's for Sale in Fifth Square El Marasem New Cairo,Apartment," 11,600,000.00 ",3,3,168,Verified Business
شقه للبيع التجمع الخامس النرجس,," 6,200,000.00 ",3,3,245,
Apartment for Sale in Mivida – Boulevard | Pool View,Apartment," 22,500,000.00 ",3,3,195,
Apartment 214 sqm resale fully finished for sale in Mivida Emaar Compound,Apartment," 26,000,000.00 ",3,3,213,Verified Business
"168m² in the fourth floor, finished, at a bargain price",," 6,600,000.00 ",3,3,168,Verified Business
"For sale: Open view apartment, 250 square meters, immediate occupancy, lowest down payment and installments - Fifth Square, Fifth Settlement.",Apartment," 21,000,000.00 ",3,3,250,Verified Business
"Apartment for sale, 200 m, in the heart of the Fifth Settlement, New Lotus area",Apartment," 5,800,000.00 ",3,3,200,Verified Business
"Luxe finished 2bd apartment for sale in Galleria Moon Valley, New Cairo",Apartment," 8,400,000.00 ",2,2,136,
Apartment for Sale in Mivida Gardens - Mivida,Apartment," 14,600,000.00 ",2,2,115,
"Receive a luxurious 140m² Apartment for sale in a prestigious compound in New Cairo, prime location in the First Settlement, Taj City Compound",Apartment," 6,500,000.00 ",3,2,140,Verified Business
"Apartment for sale, 200 m, prime location, Fifth Settlement - New Lotus - 20% down payment",Apartment," 5,800,000.00 ",4,3,200,Verified Business
"Apartment for sale in 90 Avenue Compound, ultra-super-lux finished with air conditioning, with a sea view and a prime location in the Fifth Settlement",Apartment," 11,900,000.00 ",3,3,188,Verified Business
"Apartment for sale with a double view of Cairo Airport and the Police Academy, with installments over 8 years, in Taj City Compound",Apartment," 8,000,000.00 ",3,3,168,Verified Business
Ready to Move Finished With AC's and Kitchen Penthouse For Sale in Fifth Square New Cairo,," 12,810,000.00 ",3,3,175,Verified Business
"Fully finished 165m 3 BED apartment for sale, ready to move, in New Cairo on 90th St, opposite AUC & Ninety Avenue.",Apartment," 23,000,000.00 ",3,2,165,Verified Business
Prime 3 Bedrooms Apartment for Sale in Fifth Square El Marasem New Cairo Fully Finished with AC's,Apartment," 15,400,424.00 ",3,3,167,Verified Business
"Your apartment in ( Revali ) Compound, finished ( with air conditioners ) with a garden with the lowest down payment",Apartment," 5,560,000.00 ",3,3,162,Verified Business
"Price reduced for quick sale! Penthouse resale at a bargain price! 170 meters, open view, fully finished, immediate occupancy, Fifth Square,",," 13,000,000.00 ",3,2,170,Verified Business
Apartment for sale below market price in Taj City madena masr,Apartment," 5,900,000.00 ",2,2,130,
"Own an apartment with a discount of 3 million Egyptian pounds off the original price. Apartment in Taj City, Fifth Settlement, with a landscape view,",Apartment," 5,800,000.00 ",2,2,132,Verified Business
"A luxurious, fully finished apartment Apartment for sale in New Cairo, prime and vibrant location in Fifth Settlement, Al Patio Oro Compound",Apartment," 10,000,000.00 ",3,2,164,Verified Business
Apartment with Garden for Sale Fully Finished Prime Location in Mivida Emaar New Cairo,Apartment," 31,500,000.00 ",3,3,204,
"Fully finished 145m apartment for sale, ready to move, in New Cairo on 90th St, opposite AUC & Ninety Avenue.",Apartment," 19,000,000.00 ",2,2,145,Verified Business
Al Rehab Compound,," 6,150,000.00 ",3,2,127,Verified Business
"For sale apartment lowest down payment , installments 191m view pool , landscape ready to move in compound hyde park new cairo fifth settlement",Apartment," 11,580,000.00 ",3,3,191,Verified Business
Prime 3 Bedroom Apartment The Address East New Cairo Fully Finished Ready to Deliver,Apartment," 7,500,000.00 ",3,2,171,
Apartment with Garden for Sale Fully Finished Prime Location in Mivida Emaar New Cairo,Apartment," 31,500,000.00 ",3,3,204,
"Fully finished 145m apartment for sale, ready to move, in New Cairo on 90th St, opposite AUC & Ninety Avenue.",Apartment," 19,000,000.00 ",2,2,145,Verified Business
Al Rehab Compound,," 6,150,000.00 ",3,2,127,Verified Business
"For sale apartment lowest down payment , installments 191m view pool , landscape ready to move in compound hyde park new cairo fifth settlement",Apartment," 11,580,000.00 ",3,3,191,Verified Business
Prime 3 Bedroom Apartment The Address East New Cairo Fully Finished Ready to Deliver,Apartment," 7,500,000.00 ",3,2,171,
Semi finished apartment for sale at garden heights (compound el niaba el aamaa) 5th settlement new Cairo,Apartment," 5,500,000.00 ",3,2,182,Verified Business
Apartment 176 sqm resale fully finished for sale in Mivida Emaar Compound,Apartment," 21,500,000.00 ",3,3,176,Verified Business
"Apartment for sale at a bargain price, 160 meters, ready for immediate occupancy, fully finished, in Mountain View iCity compound, with a distinctive",Apartment," 7,500,000.00 ",3,2,160,Verified Business
"Fully Finished Apartment for sale in New Cairo, directly on 90th Street, opposite the (AUC) and Ninety Avenue Compound.",Apartment," 17,000,000.00 ",2,1,125,Verified Business
"New Cairo, Fifth Settlement, Golden Square Area, Mountain View I City Compound, New Cairo, next to Palm Hills Compound, New Cairo, directly on the Mid",," 8,000,000.00 ",3,3,235,
Apartment for sale 3 Bdr DP & installments  very prime location open view in Hydepark New cairo Fifth settlement,Apartment," 11,700,000.00 ",3,3,147,Verified Business
"A stunning apartment for sale in 90 Avenue with gardens, featuring high-end finishes and air conditioning, at a special price. The apartment is 165 sq",Apartment," 11,000,000.00 ",2,2,165,
Apartment 233 sqm resale fully finished for sale in Mivida Emaar Compound,Apartment," 25,000,000.00 ",3,3,233,Verified Business
Available for sale in Al Rehab City at a price lower than the market price. Two bedrooms and two bathrooms. First occupancy. Close to all services in,," 6,000,000.00 ",2,2,89,
Penthouse with jacuzzi (immediate delivery) in New Cairo Fifth Settlement ready for viewing and delivery in New Cairo Fifth Settlement with installments near American University in a distinctive location,," 6,700,000.00 ",3,3,196,Verified Business
"Own an immediately ready turnkey apartment with a key in Vue Lagoon at Golden Square, Fifth Settlement",Apartment," 9,200,000.00 ",3,3,164,Verified Business
Apartment 156 sqm resale fully finished for sale in Mivida Emaar Compound,Apartment," 16,000,000.00 ",2,2,156,Verified Business
Apartment for Sale in Lakeview Residence 2 – Delivery 2026 | New Cairo,Apartment," 16,500,000.00 ",3,3,180,
شقة مميزة للبيع في التجمع الاول مباشرة من المالك امام مركز شباب التجمع,," 6,690,000.00 ",4,2,222,
"1BR in Signature by Hyde Park | 5% DP, Installments up to 10 Years .",," 5,700,000.00 ",1,1,68,
"Receive immediately a 200 m² apartment inside Grand Caesar Compound, Fifth Settlement",Apartment," 6,000,000.00 ",3,3,200,Verified Business
Ready to Move Apartment with Private Garden in Fifth Square Fully Finished with ACs Prime Location,Apartment," 8,300,000.00 ",3,3,155,Verified Business
التجمع الخامس ، الحى الثالث، شقة ٧٩ متر صافى ، دور ارضى ، تشطيب لوكس,," 1,350,000.00 ",2,1,79,
"Seize the opportunity to own a bargain apartment with a stunning open view, for sale with only10% down payment in one of the most prestigious compound",Apartment," 6,600,000.00 ",2,2,118,Verified Business
Apartment for sale in North Lotus – Prime location   Second row from the Clubs Street,Apartment," 3,400,000.00 ",3,1,135,Verified Business
Apartment for sale Fully finished  ready to move prime location in Patio Oro Compound,Apartment," 7,600,000.00 ",2,2,128,Verified Business
"Apartment for sale in Andalus 2, Fifth Settlement, near 90th Street and Mivida",Apartment," 4,800,000.00 ",3,2,195,Verified Business
"3 bed Apartment for sale in Fifth Settlement  Directly on 90th Street, opposite the American University in Cairo and Ninety Avenue Compound",Apartment," 26,005,000.00 ",3,2,197,Verified Business
 Apartment for Sale in Al Rehab City – Phase 5 One of the best and most prime phases in Al Rehab Area: 127 sqm,Apartment," 6,150,000.00 ",2,2,127,Verified Business
"Sky Villa for Sale - Resale - Installment Plans Completed - Prime Location and Double Garden View in Mountain View iCity, Fifth Settlement, near the G",," 10,055,643.00 ",3,4,235,Verified Business
"3-bed apartment for sale, RTM, ultra super lux finished in 5th Settlement, directly on 90th Street, opposite the AUC and 90 Avenue Compound.",Apartment," 23,005,000.00 ",2,2,166,Verified Business
Apartment for sale in North Lotus – very special location,Apartment," 4,500,000.00 ",3,2,155,Verified Business
"2 bed Ready to move in Apartment for sale in Fifth Settlement  Directly on 90th Street, opposite the AUC in Cairo and Ninety Avenue Compound",Apartment," 19,005,000.00 ",2,2,147,Verified Business
apartment in lilac 6 at a special price and capture,Apartment," 8,000,000.00 ",3,3,220,
"174k D. P, Palm Hills breaks the rules: up to 12y in New Capital!",," 11,600,000.00 ",3,3,144,
"Apartment for sale in South Lotus, Fifth Settlement, garden view, near 90th Street and clubs",Apartment," 4,350,000.00 ",3,2,175,Verified Business
"Apartment for sale in Fifth Settlement  Directly on 90th Street, opposite the American University in Cairo and Ninety Avenue Compound",Apartment," 17,005,000.00 ",2,1,127,Verified Business
Apartment for sale patio oro Prime location  Water features and greenery,Apartment," 11,200,000.00 ",3,3,200,Verified Business
Semi finished apartment for sale at north investor - 5th settlement - New Cairo,Apartment," 4,300,000.00 ",3,2,150,Verified Business
Apartment for Sale in Fifth Square El Marasem Fully Finished Ready to Move,Apartment," 10,500,000.00 ",3,2,155,Verified Business
"Apartment for sale in South Lotus, Fifth Settlement, with an open view and close to 90th Street and services.",Apartment," 5,500,000.00 ",3,3,195,Verified Business
"Pool view Roof penthouse for sale in Promenade New Cairo, Special price",," 8,000,000.00 ",4,4,225,
Apartment for sale – Al Narjis Buildings,Apartment," 4,200,000.00 ",2,2,130,Verified Business
"For sale in Andalus 1, near Mohamed Naguib, prime location, corner building",," 4,300,000.00 ",3,2,175,Verified Business
" Apartment for sale, 160 sq m – Ultra Super Lux – Prime location  A distinctive apartment for sale within Al Waha City Compound  Directly opposi",Apartment," 4,500,000.00 ",3,2,160,Verified Business
"Apartment for sale in South Lotus, Fifth Settlement, with an open view and close to 90th Street and services.",Apartment," 5,500,000.00 ",3,3,195,Verified Business
"Pool view Roof penthouse for sale in Promenade New Cairo, Special price",," 8,000,000.00 ",4,4,225,
Apartment for sale – Al Narjis Buildings,Apartment," 4,200,000.00 ",2,2,130,Verified Business
"For sale in Andalus 1, near Mohamed Naguib, prime location, corner building",," 4,300,000.00 ",3,2,175,Verified Business
" Apartment for sale, 160 sq m – Ultra Super Lux – Prime location  A distinctive apartment for sale within Al Waha City Compound  Directly opposi",Apartment," 4,500,000.00 ",3,2,160,Verified Business
For sale a unit in Andalusia 1,," 4,700,000.00 ",3,2,170,
Penthouse for Sale in Mountain View Hyde Park,," 9,700,000.00 ",2,2,166,
Duplex for sale with a garden – Al Yasmin 2 – Fifth Settlement. A distinctive duplex for sale in Al Yasmin 2 – Model 10,," 8,500,000.00 ",3,3,300,Verified Business
"Rooftop apartment for sale – Al Banafseg Buildings – Prime location. A distinctive rooftop apartment for sale in Al Banafseg Buildings, second buildin",Apartment," 6,600,000.00 ",3,2,210,Verified Business
"Resale Apartment for Sale in Mivida Compound, fully finished, open view overlooking the swimming pool, at the lowest price in the compound.",Apartment," 21,000,000.00 ",3,3,176,Verified Business
Fully finished Apartment with AC's 3 Bedrooms 3 Bathrooms Maid's room View landscape in Water way,Apartment," 12,588,000.00 ",3,3,178,Verified Business
Fully Finished Sky Loft with ACs for Sale in Fifth Square El Marasem Prime Location,," 11,184,313.00 ",2,3,149,Verified Business
شقه للبيع في التجمع استلام فوري الوسطاء يمتنعون,," 5,650,000.00 ",5,3,275,Verified User
"Penthouse Resale in front of the American University AUC, Azad Compound, ready to move (finished with air conditioning and kitchen)",," 21,500,000.00 ",3,4,209,
"Special price for sale, 3bd apartment in Taj City New Cairo",Apartment," 7,000,000.00 ",3,2,139,
Apartment with garden 145m garden 50m for sale in mountain view i-city fifth settlement ready to move,Apartment," 5,700,000.00 ",2,3,145,Verified Business
Penthouse with Open Roof for Sale Fully Finished in Promenade,," 12,820,000.00 ",3,3,225,
"A distinctive apartment with repeated corner exposure on Narjes street, ready for immediate delivery, including a garage and storage room with two-year installments; a corner building with a corridor",Apartment," 5,320,000.00 ",3,3,176,
"3-bed apartment for sale, RTM, ultra super lux finished in 5th Settlement, directly on 90th Street, opposite the AUC and 90 Avenue Compound.",Apartment," 23,000,000.00 ",2,2,165,Verified Business
Apartment 148 sqm resale fully finished for sale in Mivida Emaar Compound,Apartment," 20,000,000.00 ",2,2,148,Verified Business
Sh?,," 4,700,000.00 ",3,2,176,
Super Lux finished apartment for sale in Palm Hills New Cairo Direct on the lakes-delivery 2027 - near Madinaty and minutes away from Cairo airport,Apartment," 8,966,000.00 ",2,3,133,Verified Business
"Apartment for sale, resale, installments remaining, immediate occupancy, prime location, open garden view in Patio Oro, La Vista, Fifth Settlement,",Apartment," 11,750,000.00 ",3,3,200,Verified Business
Apartment 155m Ready to Receive with Lowest Price View Club,Apartment," 6,000,000.00 ",3,3,155,
Prime location in Beit Al Watan - New Cairo 210 sq m corner apartment with an open view 1 minute from North 90th Street | 3 minutes from the Auc,Apartment," 7,500,000.00 ",3,3,210,
"200 sqm apartment for sale in the Fifth District, Beit Al Watan, close to services and the View Zone, just minutes from Suez Road.",Apartment," 4,600,000.00 ",4,3,200,
"Apartment for sale in North Rehab, 155 sq m with a 100 sq m garden, with the lowest down payment and longest payment period, ready for immediate occup",Apartment," 5,470,000.00 ",3,3,155,
Apartment for sale in Al Andalus in a very distinguished location with a 2% down payment and installments over 8 years,Apartment," 4,500,000.00 ",2,2,102,Verified Business
"Ground floor apartment with garden for sale, ready for immediate occupancy, ultra-super-luxuriously finished in Galleria Moon Valley Compound, Fifth S",Apartment," 11,000,000.00 ",2,2,135,Verified Business
"Apartment ""Nasiya"" super deluxe for sale - neighborhood ¾ (the third neighborhood)",Apartment," 4,000,000.00 ",2,1,125,
"Finished Penthouse for Sale City Gate, Qatari Diar  Under Market Price",," 27,722,000.00 ",4,4,330,
Apartment 3 Bedroom With Garden For Sale Ready to Move - The Address East - Torec,Apartment," 6,900,000.00 ",3,4,163,
"Apt for sale, Gardenia Heights, 5th Settlement, garden view, prime location",," 3,200,000.00 ",2,1,125,
"Al-Ruhub for sale, an apartment of 248m next to the Omar Mosque, Ruhab 2 and the East Market
",Apartment," 12,700,000.00 ",4,4,248,
"Appartement à vendre dans le quartier le plus prestigieux de Beit Al Watan, cinquième district, avec club-house, double vue, face à Palm Hills, vue su",," 4,264,000.00 ",3,3,187,
Apartment facing Mountain View in Fifth Settlement behind AUC fully serviced with electricity water and gas meters prime location,Apartment," 5,500,000.00 ",2,2,135,
ully serviced apartment in Fifth Settlement with electricity water and gas meters prime location behind AUC facing Mountain View,Apartment," 6,700,000.00 ",3,2,165,
Ready to move apartment in front of Mountain View in Fifth Settlement behind AUC fully serviced with electricity water and gas meters prime location,Apartment," 6,000,000.00 ",2,2,135,
"Apartment for sale in Mountain View iCity Compound, New Cairo, ultra-super-lux finished and furnished, Club Park phase",Apartment," 8,000,000.00 ",3,2,165,Verified Business
Fully finished Ready to move Apartment for Sale – New Cairo (Next to AUC) prime location,Apartment," 8,500,000.00 ",3,2,200,Verified Business
Apartment in the heart of Fifth Settlement in front of Mountain View fully serviced with electricity water and gas meters behind the Auc,Apartment," 9,000,000.00 ",3,2,165,
Apartment 186 sqm resale fully finished for sale in Mivida Emaar Compound,Apartment," 31,000,000.00 ",3,3,186,Verified Business
"For sale apartment in Andalusia area, New Cairo, in front of Hyde Park, ten years installments",Apartment," 2,519,910.00 ",1,1,48,Verified Business
Ready to Move Penthouse | TRIO New Cairo | 30% Down Payment | 7 Years Installments,," 16,300,000.00 ",2,2,145,
Ready to Move 3BR Apartment in TRIO New Cairo | 5% Down Payment | 10 Years Installments,Apartment," 17,400,000.00 ",3,3,220,
Apartment in the heart of Fifth Settlement in front of Mountain View fully serviced with electricity water and gas meters behind the Auc,Apartment," 9,000,000.00 ",3,2,165,
Apartment 186 sqm resale fully finished for sale in Mivida Emaar Compound,Apartment," 31,000,000.00 ",3,3,186,Verified Business
"For sale apartment in Andalusia area, New Cairo, in front of Hyde Park, ten years installments",Apartment," 2,519,910.00 ",1,1,48,Verified Business
Ready to Move Penthouse | TRIO New Cairo | 30% Down Payment | 7 Years Installments,," 16,300,000.00 ",2,2,145,
Ready to Move 3BR Apartment in TRIO New Cairo | 5% Down Payment | 10 Years Installments,Apartment," 17,400,000.00 ",3,3,220,
Apartment for Sale in Hyde Park Central –12M - New Cairo,Apartment," 12,000,000.00 ",4,3,150,
Apartment for Sale in Hyde Park Central –10M - New Cairo,Apartment," 10,000,000.00 ",3,3,131,
direct water features and landscape apartment corner facing north resale in lavista 200m under market,Apartment," 12,750,000.00 ",3,3,200,Verified Business
Ready To Move Apartment for Sale in Villette with prime location,Apartment," 25,027,000.00 ",3,3,203,Verified Business
"For sale an apartment in Dar Misr Al-Andalus Oasis 1 zone, 140 sqm, direct view to garden, on the Southern Teseen, and Hyde Park, minutes to the American University, and the compound is comfortable, beside Life University and Health, and a Shell gas station nearby",Apartment," 3,300,000.00 ",3,3,140,
Apartment for Sale  Mivida Emaar Compound New Cairo  Resale Unit  Fully Finished,Apartment," 24,000,000.00 ",4,4,195,Verified Business
Own your apartment in Al-Andalus with 30% down payment and first installment after handover,Apartment," 4,000,000.00 ",2,2,110,
Studio with garden for sale in hyde park Fully finished  Ready to move,," 8,180,000.00 ",1,2,100,Verified Business
Apartment for sale in patio oro,Apartment," 7,600,000.00 ",3,3,164,Verified Business
شقة لقطة لسرعة البيع بالتجمع الخامس,," 8,000,000.00 ",4,2,250,
"Apartment for sale with immediate delivery in Maadi Compound, sharing a wall with Mountain View Al-Andalus",Apartment," 5,500,000.00 ",3,3,200,
"Ultra Super Lux apartment for sale in Al Nakheel Compound, First Settlement, near Wadi Degla, in front of the Police Academy.",Apartment," 16,000,000.00 ",4,4,365,
Semi Furnished Apartment in Sodic Katameya Plaza with Direct Swimming Pool and Landscape View!!,Apartment," 11,500,000.00 ",2,3,156,
Apartment 174m finished for sale in the Fifth Settlement next to the American University ready for viewing and delivery in Fifth Settlement with installment in a distinctive location New Cairo AUC apartment,Apartment," 5,350,000.00 ",3,2,174,Verified Business
apartment 200m ultra super lux a/cs for sale on 90 street in new cairo fifth settlement immediate handover for travel purpose discounted price won't be repeated new cairo auc apartment fully finished,Apartment," 5,300,000.00 ",3,2,202,Verified Business
Apartment for sale in patio oro Direct  lake _ landscape view,Apartment," 6,950,000.00 ",2,2,128,Verified Business
GROWEND for Sale in New Narges – Direct from Owner | Immediate Delivery,," 4,172,000.00 ",3,2,148,
"2 bed Ready to move in Apartment for sale in Fifth Settlement  Directly on 90th Street, opposite the AUC in Cairo and Ninety Avenue Compound",Apartment," 19,000,000.00 ",2,2,145,Verified Business
Panorama view Triplex roof for sale in Eastown,," 21,000,000.00 ",4,4,283,
210m Luxurious Aptartment for sale in Sodic Eastown - New Cairo! Next to the AUC! with High End Finishing and Imported materials!! With 6ACs,," 15,500,000.00 ",3,3,210,
Apartment view landscape and pool in MV Hyde park,Apartment," 8,500,000.00 ",2,2,140,Verified Business
Apartment 2 Bedroom With Garden for sale Ready to Move - Mountain View I City New Cairo - Bahry,Apartment," 10,000,000.00 ",2,3,140,
apartment for sale in Tamer Hanna villas immediate delivery second number from ninety north شقة للبيع في تمّ ر حنه فيلات استلام فورى تانى رقم من التسعين الشمالى,Apartment," 5,088,000.00 ",3,2,188,Verified Business
"Apartment with garden for sale in The Icon Gardens compound in New Cairo, opposite Hyde Park",Apartment," 5,150,000.00 ",3,2,145,Verified Business
"Receive a hotel-finished apartment with a stunning landscape view in a prime location in New Cairo, opposite the AUC. Immediate occupancy, ready to mo",Apartment," 19,000,000.00 ",2,2,145,Verified Business
"3 bed Apartment for sale in Fifth Settlement  Directly on 90th Street, opposite the American University in Cairo and Ninety Avenue Compound",Apartment," 26,000,000.00 ",3,2,195,Verified Business
"Apartment 200sqm immediate delivery in New Cairo, Fifth Settlement, in front of the American University, for sale, travel purposes. Unrepeatable price, not going to happen again new cairo aparment for sale",Apartment," 5,260,000.00 ",3,2,205,Verified Business
Triplex for sale 308 M + Roof 75 M in sodic Eastown beside AUC- Ultra Fully finished_  Rented - 5th settlement - Cairo,," 26,000,000.00 ",4,4,308,Verified Business
Fully Finished Apartment 154 M for sale in Palm Hills New Cairo _ Cairo _ Egypt,Apartment," 18,040,000.00 ",3,3,154,Verified Business
Fully Finished Apartment with ACs in the Heart of Zed East - Ora,Apartment," 9,300,000.00 ",1,2,76,
direct huge pocket landscape resale apartment 211m ready to move in SODIC,Apartment," 15,500,000.00 ",3,3,211,Verified Business
"Luxe furnished apartment with large garden for sale in CFC, New Cairo",Apartment," 17,000,000.00 ",2,2,132,
"Apartment for sale 178m finished completely with air conditioning in the heart of New Cairo, New Cairo AUC in front of the American University in New Cairo",Apartment," 5,200,000.00 ",3,3,178,Verified Business
Apartment 180m finished to move for quick sale in Sodic Velit New Cairo,Apartment," 10,000,000.00 ",3,2,180,Verified Business
"Apartment for sale in Fifth Settlement  Directly on 90th Street, opposite the American University in Cairo and Ninety Avenue Compound",Apartment," 17,000,000.00 ",2,1,125,Verified Business
"The property for sale in Al-Rehab, apartment 252 sqm, with a stunning view near Abu Bakr Mosque and the club The property for sale in Al-Rehab, apartment 252 sqm with a superb view near Abu Bakr Mosque and the club",Apartment," 12,500,000.00 ",4,4,252,
Fully furnished apartment in palmhills village gate,Apartment," 7,500,000.00 ",2,2,150,Verified Business
"Apartment for sale, ready for immediate occupancy, ultra-super deluxe finishing, in a prime location opposite AUC and directly on 90th Street.",Apartment," 26,000,000.00 ",3,3,195,Verified Business
"Lowest price for a finished ground floor apartment with a garden in Palm Hills New Cairo, Clio phase, delivery in 2026 with installments -",Apartment," 14,600,000.00 ",3,3,172,Verified Business
Fully Finished Apartment with ACs in the Heart of Zed East - Ora,Apartment," 16,000,000.00 ",2,2,104,
"The property for sale in Al-Rehab, apartment 252 sqm, with a stunning view near Abu Bakr Mosque and the club The property for sale in Al-Rehab, apartment 252 sqm with a superb view near Abu Bakr Mosque and the club",Apartment," 12,500,000.00 ",4,4,252,
Fully furnished apartment in palmhills village gate,Apartment," 7,500,000.00 ",2,2,150,Verified Business
"Apartment for sale, ready for immediate occupancy, ultra-super deluxe finishing, in a prime location opposite AUC and directly on 90th Street.",Apartment," 26,000,000.00 ",3,3,195,Verified Business
"Lowest price for a finished ground floor apartment with a garden in Palm Hills New Cairo, Clio phase, delivery in 2026 with installments -",Apartment," 14,600,000.00 ",3,3,172,Verified Business
Fully Finished Apartment with ACs in the Heart of Zed East - Ora,Apartment," 16,000,000.00 ",2,2,104,
"Ground floor apartment with garden, immediate handover, ready for viewing in a compound in the heart of New Cairo, near the American University in Cairo, with installment plan, in a distinguished location. new cairo auc apartment fully finished",Apartment," 4,499,496.00 ",3,2,254,Verified Business
Apartment for sale in al-banafseg 12 - New Cairo - New Cairo City,Apartment," 7,300,000.00 ",3,2,170,
شقه للبيع في الياسمين 8 - التجمع الاول - القاهرة الجديدة,," 8,000,000.00 ",3,2,210,
Luxury finished apartment for sale in Al Banafsej Buildings at a special price | Fully equipped with all utilities and meters,Apartment," 5,800,000.00 ",4,2,160,Verified Business
"Luxury 2bd furnished apartment for sale in Cairo Festival, New Cairo",Apartment," 16,500,000.00 ",2,2,165,
Own a hotel-style apartment in a fully serviced compound in a prime location opposite the AUC with a stunning landscape view.,Apartment," 17,000,000.00 ",2,2,125,Verified Business
شقه للبيع,," 1,550,000.00 ",3,1,70,
"Fully Finished Apartment 200 sqm with Immediate Delivery & Garage – Prime Location in Lotus, Near Agora Mall & Clubs Street, New Cairo",Apartment," 6,250,000.00 ",3,2,200,
"Apartment for sale in Al-Banasaf? Wait Arabic: ""شقه للبيع في البنفسج عمارات - التجمع الخامس - القاهرة الجديدة"" This is Arabic; major language is Arabic. Translate to English (opposite). So output should be English translation. However we must preserve proper nouns like brand names; here not many. The phrase: 
شقه للبيع في البنفسج عمارات - التجمع الخامس - القاهرة الجديدة",Apartment," 5,650,000.00 ",3,2,150,
Apartment for sale in Al Bubnej 2 - New Cairo - Katamiyya al-Jadida,Apartment," 8,000,000.00 ",3,2,200,
